County_Name,County_GDP_PCT_Change_in_2018
Gentry,-19
Greene,1.9
Grundy,1.4
Harrison,-0.3
Henry,5.3
Hickory,5.5
Holt,-12.9
Howard,5.3
Howell,4.2
Iron,8.8
Jackson,3
Jasper,-0.7
Jefferson,2.1
Johnson,0.7
Knox,6.8
Laclede,3.5
Lafayette,-4.6
Lawrence,5
Lewis,5
Lincoln,-0.8
Linn,9.5
Livingston,0.2
McDonald,4.4
Macon,4.4
Madison,0.1
Maries,3.7
Marion,3.5
Mercer,-31
Miller,1.3
Mississippi,-13.5
Moniteau,4.2
Monroe,19
Montgomery,-14
Morgan,-0.5
New Madrid,4
Newton,1.2
Nodaway,5.2
Oregon,7.3
Osage,4.3
Ozark,6.7
Pemiscot,5.6
Perry,3.1
Pettis,1.7
Phelps,2.1
Pike,-6.3
Platte,1.3
Polk,4.3
Pulaski,-0.6
Putnam,-3.2
Ralls,-7.4
Randolph,0.6
Ray,-0.4
Reynolds,6.7
Ripley,3.8
St. Charles,4.5
St. Clair,0.1
Ste. Genevieve,6.2
St. Francois,6.8
St. Louis,2.7
Saline,-6
Schuyler,2.2
Scotland,-7
Scott,3.1
Shannon,1.3
Shelby,5
Stoddard,6.6
Stone,1.2
Sullivan,-16
Taney,3
Texas,1.9
Vernon,-6.5
Warren,3.6
Washington,3
Wayne,-0.5
Webster,8.3
Worth,-12.8
Wright,2.6
St. Louis City,3.6
Beaverhead,-14.2
Big Horn,6.5
Blaine,19.6
Broadwater,-3.3
Carbon,-2.6
Carter,-21.3
Cascade,3.8
Chouteau,61
Custer,-4.6
Daniels,-25.5
Dawson,1.8
Deer Lodge,1.9
Fallon,-9.5
Fergus,0.9
Flathead,2
Gallatin,5.2
Garfield,-10.7
Glacier,17.4
Golden Valley,-11
Granite,0.9
Hill,6.8
Jefferson,0.9
Judith Basin,7.2
Lake,2.2
Lewis and Clark,1.3
Liberty,34.4
Lincoln,1.5
McCone,2.9
Madison,12.1
Meagher,6.3
Mineral,2.5
Missoula,3.3
Musselshell,5.9
Park,3.2
Petroleum,-7.1
Phillips,-2.8
Pondera,-11.9
Powder River,2.6
Powell,0.1
Prairie,10
Ravalli,2.8
Richland,4.1
Roosevelt,4.3
Rosebud,-8
Sanders,-1.7
Sheridan,-18
Silver Bow,0.8
Stillwater,4.8
Sweet Grass,-1.9
Teton,19.7
Toole,7.1
Treasure,8.9
Valley,-0.8
Wheatland,26.4
Wibaux,7
Yellowstone,1.9
Adams,-0.9
Antelope,-0.2
Arthur,61.9
Banner,64.5
Blaine,-43.1
Boone,-5.3
Box Butte,-1.5
Boyd,30.4
Brown,5.1
Buffalo,1.1
Burt,-3.4
Butler,5.4
Cass,6.2
Cedar,-0.8
Chase,-4.8
Cherry,-14.7
Cheyenne,-15.4
Clay,-4
Colfax,18.9
Cuming,-9.4
Custer,-11.4
Dakota,-0.6
Dawes,-2.2
Dawson,3.8
Deuel,-14.4
Dixon,2.1
Dodge,-0.5
Douglas,0.6
Dundy,-0.7
Fillmore,-1.1
Franklin,-17.1
Frontier,6.6
Furnas,9.3
Gage,2
Garden,-6.4
Garfield,1.6
Gosper,19.2
Grant,14.4
Greeley,2.4
Hall,2.5
Hamilton,-1
Harlan,71.2
Hayes,-5.6
Hitchcock,1
Holt,7
Hooker,-8.2
Howard,-8.7
Jefferson,5.1
Johnson,-7.4
Kearney,-0.6
Keith,7.5
Keya Paha,-7.1
Kimball,5.5
Knox,21.5
Lancaster,1.4
Lincoln,1.8
Logan,-6.4
Loup,-32.7
McPherson,-24.9
Madison,0.6
Merrick,-6.3
Morrill,-1.5
Nance,-0.8
Nemaha,-13.7
Nuckolls,12.9
Otoe,1.1
Pawnee,18.1
Perkins,12.4
Phelps,-5.3
Pierce,21.4
Platte,4.3
Polk,2.8
Red Willow,5
Richardson,-3.9
Rock,-42
Saline,7.2
Sarpy,0.7
Saunders,1.3
Scotts Bluff,2.2
Seward,-2.6
Sheridan,10.4
Sherman,47.8
Sioux,-24.2
Stanton,1.8
Thayer,26.9
Thomas,-9.7
Thurston,-6.9
Valley,3.4
Washington,-1.9
Wayne,-1.2
Webster,16.6
Wheeler,13
York,-0.9
Churchill,8
Clark,6.1
Douglas,6.4
Elko,1
Esmeralda,-6.6
Eureka,-9.2
Humboldt,-3.4
Lander,-6.8
Lincoln,5.6
Lyon,5
Mineral,5
Nye,2.5
Pershing,-6.2
Storey,28.4
Washoe,-3
White Pine,-2.7
Carson City,2.7
Belknap,3
Carroll,2
Cheshire,0.6
Coos,0.7
Grafton,2.8
Hillsborough,3
Merrimack,3.1
Rockingham,1.6
Strafford,1.7
Sullivan,0.3
Atlantic,3.5
Bergen,2.6
Burlington,2
Camden,2.5
Cape May,2
Cumberland,1.6
Essex,1.4
Gloucester,1.3
Hudson,2
Hunterdon,-0.4
Mercer,2.3
Middlesex,2.9
Monmouth,3
Morris,1.7
Ocean,1.8
Passaic,1.5
Salem,1.9
Somerset,3.6
Sussex,2.5
Union,2.5
Warren,0.4
Bernalillo,1.9
Catron,0.9
Chaves,-1.9
Cibola,-1.4
Colfax,-4.7
Curry,-0.6
De Baca,-0.2
Dona Ana,0.7
Eddy,12.3
Grant,-3.1
Guadalupe,0.8
Harding,-17.3
Hidalgo,4
Lea,17.6
Lincoln,3.4
Los Alamos,0.7
Luna,1.6
McKinley,1.9
Mora,3.5
Otero,2.2
Quay,1.3
Rio Arriba,-4.5
Roosevelt,-3.5
Sandoval,1.9
San Juan,-6.1
San Miguel,0.1
Santa Fe,1.3
Sierra,-7.5
Socorro,2.9
Taos,0.4
Torrance,7.4
Union,-8.5
Valencia,5.3
Albany,-0.1
Allegany,0.6
Bronx,7.2
Broome,1.3
Cattaraugus,-0.8
Cayuga,-0.7
Chautauqua,-1.1
Chemung,1.4
Chenango,-0.6
Clinton,-0.3
Columbia,0
Cortland,-0.1
Delaware,-1.2
Dutchess,1.2
Erie,1
Essex,1.3
Franklin,-1.6
Fulton,-2.5
Genesee,-0.6
Greene,-1.7
Hamilton,1.6
Herkimer,0.8
Jefferson,-0.3
Kings,7.2
Lewis,-1.2
Livingston,1.9
Madison,-0.3
Monroe,0.5
Montgomery,-0.7
Nassau,-0.1
New York,-0.2
Niagara,0.6
Oneida,0.9
Onondaga,1.4
Ontario,0.7
Orange,2.3
Orleans,1.3
Oswego,-1.2
Otsego,0.3
Putnam,0.6
Queens,5.9
Rensselaer,0.5
Richmond,7.8
Rockland,0.7
St. Lawrence,-1.3
Saratoga,2.6
Schenectady,-0.6
Schoharie,2.4
Schuyler,0.5
Seneca,-0.3
Steuben,2.4
Suffolk,0.1
Sullivan,3.7
Tioga,-0.3
Tompkins,1.1
Ulster,0.8
Warren,0
Washington,-0.8
Wayne,-3
Westchester,0.8
Wyoming,-2.6
Yates,0.4
Alamance,3.1
Alexander,1.2
Alleghany,-2.9
Anson,3.5
Ashe,1.4
Avery,1.7
Beaufort,-0.2
Bertie,-2.5
Bladen,-2.2
Brunswick,0.7
Buncombe,3.8
Burke,1.6
Cabarrus,-1
Caldwell,6
Camden,0.2
Carteret,2.8
Caswell,0.6
Catawba,1.6
Chatham,0.7
Cherokee,3.5
Chowan,2.1
Clay,3.8
Cleveland,3.6
Columbus,-0.3
Craven,1.9
Cumberland,1.7
Currituck,5.4
Dare,0.9
Davidson,-0.5
Davie,0.1
Duplin,-5
Durham,3.6
Edgecombe,1.1
Forsyth,0.6
Franklin,3.4
Gaston,4.2
Gates,1.1
Graham,7.6
Granville,-1
Greene,-3.7
Guilford,1.6
Halifax,2.4
Harnett,2.1
Haywood,3.5
Henderson,3.9
Hertford,-1.1
Hoke,-1.8
Hyde,4
Iredell,2.3
Jackson,0.3
Johnston,2.9
Jones,-7.5
Lee,2.8
Lenoir,1.2
Lincoln,3.3
McDowell,0.6
Macon,3.1
Madison,1.3
Martin,-0.7
Mecklenburg,1.9
Mitchell,5.9
Montgomery,2.2
Moore,3.4
Nash,-1.3
New Hanover,3.6
Northampton,1.3
Onslow,1.9
Orange,4.5
Pamlico,2
Pasquotank,0.1
Pender,1.3
Perquimans,0.7
Person,0.2
Pitt,0.8
Polk,1.3
Randolph,1.1
Richmond,5.5
Robeson,0.6
Rockingham,1.2
Rowan,3
Rutherford,3.5
Sampson,-3.9
Scotland,2.4
Stanly,2
Stokes,-5.3
Surry,2.4
Swain,3.8
Transylvania,3.4
Tyrrell,-5.9
Union,1.9
Vance,-0.4
Wake,6.2
Warren,0.1
Washington,0.6
Watauga,2
Wayne,0.2
Wilkes,-1.4
Wilson,1.6
Yadkin,-2.3
Yancey,13.2
Adams,-22.6
Barnes,3.6
Benson,21
Billings,-0.8
Bottineau,24.2
Bowman,-14.4
Burke,-12.9
Burleigh,1
Cass,2.9
Cavalier,30.8
Dickey,27.6
Divide,-10
Dunn,3.2
Eddy,1.8
Emmons,-2
Foster,-10
Golden Valley,0.7
Grand Forks,1.3
Grant,-44
Griggs,-8.5
Hettinger,-8.1
Kidder,9.1
LaMoure,50.9
Logan,0.5
McHenry,23.7
McIntosh,-11.9
McKenzie,14.3
McLean,12.4
Mercer,-9.5
Morton,0.7
Mountrail,2.4
Nelson,-19.1
Oliver,-2.1
Pembina,0.8
Pierce,19.1
Ramsey,-6.2
Ransom,7.2
Renville,36.9
Richland,2.8
Rolette,0.2
Sargent,8.2
Sheridan,-14.4
Sioux,-15.7
Slope,14.7
Stark,4.6
Steele,3
Stutsman,8.7
Towner,29.1
Traill,-8.9
Walsh,-12.8
Ward,5
Wells,-17.1
Williams,10.5
Adams,-35
Allen,4.3
Ashland,1.9
Ashtabula,2.3
Athens,-3.2
Auglaize,7.7
Belmont,-4.6
Brown,-0.2
Butler,3.3
Carroll,-2.3
Champaign,-2.9
Clark,1.4
Clermont,2
Clinton,5.8
Columbiana,0.2
Coshocton,0.2
Crawford,-1.2
Cuyahoga,2
Darke,-3.3
Defiance,3.4
Delaware,0.9
Erie,1.8
Fairfield,-1
Fayette,4.7
Franklin,2.1
Fulton,1
Gallia,-1
Geauga,2
Greene,2.8
Guernsey,12.4
Hamilton,0.6
Hancock,0.3
Hardin,15.6
Harrison,-19.5
Henry,5.3
Highland,-0.1
Hocking,-1
Holmes,0.4
Huron,-0.2
Jackson,0.9
Jefferson,11
Knox,1.3
Lake,1.4
Lawrence,4.1
Licking,4.9
Logan,4.5
Lorain,1.4
Lucas,2.7
Madison,-3.3
Mahoning,0.8
Marion,4.2
Medina,1.8
Meigs,2.3
Mercer,14.4
Miami,1.7
Monroe,26.7
Montgomery,1.7
Morgan,1.5
Morrow,4.9
Muskingum,2.5
Noble,-10.4
Ottawa,-1.9
Paulding,8.8
Perry,4.7
Pickaway,-0.8
Pike,6.5
Portage,1.5
Preble,5.9
Putnam,12.8
Richland,1.6
Ross,2.7
Sandusky,0.3
Scioto,-1.1
Seneca,3.5
Shelby,3.1
Stark,1.9
Summit,1.7
Trumbull,2.7
Tuscarawas,-3.2
Union,1.7
Van Wert,10.8
Vinton,9.5
Warren,3.8
Washington,2.1
Wayne,1.9
Williams,3.3
Wood,2.9
Wyandot,10.4
Adair,-2.6
Alfalfa,-4.9
Atoka,0.3
Beaver,-2.1
Beckham,3.1
Blaine,1.5
Bryan,4.2
Caddo,6
Canadian,21
Carter,1.2
Cherokee,0.5
Choctaw,-4.9
Cimarron,2.1
Cleveland,2.2
Coal,2.1
Comanche,1.7
Cotton,16.3
Craig,2.8
Creek,3.3
Custer,3
Delaware,-2.8
Dewey,6.3
Ellis,-6.4
Garfield,1.4
Garvin,0.2
Grady,4
Grant,-4.5
Greer,2.2
Harmon,-6.3
Harper,4
Haskell,-1
Hughes,3.2
Jackson,4.1
Jefferson,-5.9
Johnston,7
Kay,1.5
Kingfisher,20
Kiowa,-4.3
Latimer,-6.1
Le Flore,-0.9
Lincoln,2.3
Logan,1.2
Love,2
McClain,4.8
McCurtain,-1.6
McIntosh,3.6
Major,3.4
Marshall,8.4
Mayes,13
Murray,2.1
Muskogee,-1.4
Noble,9.6
Nowata,5.6
Okfuskee,7.9
Oklahoma,2
Okmulgee,2.2
Osage,-7.5
Ottawa,1.5
Pawnee,3.7
Payne,2.5
Pittsburg,6.2
Pontotoc,0.9
Pottawatomie,-0.4
Pushmataha,-1.6
Roger Mills,-3.6
Rogers,4.7
Seminole,5
Sequoyah,0.4
Stephens,3
Texas,-1
Tillman,-9.1
Tulsa,3.2
Wagoner,3.6
Washington,-0.5
Washita,4
Woods,-3.4
Woodward,-2.7
Baker,2.6
Benton,4.9
Clackamas,3.6
Clatsop,2.6
Columbia,3
Coos,2.4
Crook,7.4
Curry,0.9
Deschutes,3.9
Douglas,1
Gilliam,7
Grant,3.3
Harney,-0.5
Hood River,8.7
Jackson,3.3
Jefferson,2.8
Josephine,4.1
Klamath,3.1
Lake,-2.6
Lane,2.6
Lincoln,3.4
Linn,4.9
Malheur,6.4
Marion,2.8
Morrow,-3.2
Multnomah,4.2
Polk,5.1
Sherman,-10.9
Tillamook,1
Umatilla,4.2
Union,4.9
Wallowa,-4
Wasco,-3.2
Washington,5
Wheeler,8.6
Yamhill,1.7
Adams,0.3
Allegheny,3.2
Armstrong,0.6
Beaver,6
Bedford,0.5
Berks,3
Blair,1.8
Bradford,-5.3
Bucks,2.5
Butler,2.1
Cambria,2.1
Cameron,-4.3
Carbon,4.2
Centre,0
Chester,1.8
Clarion,1.9
Clearfield,1.1
Clinton,-2.3
Columbia,2.8
Crawford,2.7
Cumberland,2.5
Dauphin,2.6
Delaware,2.5
Elk,1.7
Erie,3.1
Fayette,1.9
Forest,-0.9
Franklin,3.1
Fulton,9.8
Greene,0.2
Huntingdon,2.1
Indiana,0.6
Jefferson,2
Juniata,3.4
Lackawanna,3.5
Lancaster,2.6
Lawrence,3.3
Lebanon,3.4
Lehigh,2.7
Luzerne,3.1
Lycoming,-0.6
McKean,2.2
Mercer,0.8
Mifflin,1.7
Monroe,2.6
Montgomery,3.4
Montour,0.4
Northampton,2.2
Northumberland,-2.1
Perry,0.1
Philadelphia,3.6
Pike,3
Potter,6.7
Schuylkill,2.5
Snyder,11.6
Somerset,3.5
Sullivan,-12.1
Susquehanna,-6.8
Tioga,3.5
Union,1.8
Venango,2.1
Warren,2.7
Washington,2.5
Wayne,2.7
Westmoreland,2.5
Wyoming,-8.8
York,2
Bristol,1.2
Kent,2.1
Newport,1.8
Providence,0.1
Washington,5.3
Abbeville,1.5
Aiken,1.7
Allendale,0.7
Anderson,4.5
Bamberg,-0.4
Barnwell,6.3
Beaufort,2.9
Berkeley,5.1
Calhoun,1.6
Charleston,3.2
Cherokee,11.9
Chester,6.3
Chesterfield,3
Clarendon,-0.6
Colleton,1.9
Darlington,1.6
Dillon,4.8
Dorchester,4
Edgefield,-0.6
Fairfield,-24
Florence,2.4
Georgetown,2.8
Greenville,2.8
Greenwood,0.7
Hampton,2.5
Horry,2.3
Jasper,-1
Kershaw,2.7
Lancaster,6
Laurens,5
Lee,-1.8
Lexington,1.9
McCormick,2.3
Marion,4.2
Marlboro,2.4
Newberry,9
Oconee,-0.2
Orangeburg,1.4
Pickens,2.8
Richland,2.4
Saluda,0.8
Spartanburg,2.7
Sumter,2.1
Union,6.6
Williamsburg,1.5
York,2.3
Aurora,6.1
Beadle,10.3
Bennett,0.4
Bon Homme,13.9
Brookings,5.3
Brown,0.7
Brule,3.4
Buffalo,1.6
Butte,2.7
Campbell,10.8
Charles Mix,7.7
Clark,37.4
Clay,4.3
Codington,0.6
Corson,26.6
Custer,-0.6
Davison,3.5
Day,16.4
Deuel,3
Dewey,-7.5
Douglas,-2.5
Edmunds,6.6
Fall River,-1.1
Faulk,14
Grant,-1.3
Gregory,-5.5
Haakon,4.7
Hamlin,10.9
Hand,11.8
Hanson,-3.1
Harding,-14.9
Hughes,0.7
Hutchinson,13.8
Hyde,-23.6
Jackson,13.3
Jerauld,0.2
Jones,48
Kingsbury,2.2
Lake,8.3
Lawrence,1.4
Lincoln,4.7
Lyman,25.4
McCook,3.3
McPherson,17.3
Marshall,16.1
Meade,-1.7
Mellette,0.1
Miner,10.9
Minnehaha,-0.5
Moody,6.5
Oglala Lakota,4.7
Pennington,1.3
Perkins,-21.4
Potter,-13.6
Roberts,17.5
Sanborn,-2.7
Spink,-4.7
Stanley,18.1
Sully,21.3
Todd,0.2
Tripp,19.8
Turner,-5.2
Union,-1.5
Walworth,7.6
Yankton,1.8
Ziebach,-9.6
Anderson,-0.5
Bedford,2.7
Benton,4
Bledsoe,6.9
Blount,3.1
Bradley,0.3
Campbell,2.5
Cannon,2.7
Carroll,1.5
Carter,3
Cheatham,2.3
Chester,1.6
Claiborne,1.9
Clay,-3.7
Cocke,4.9
Coffee,2.2
Crockett,1.1
Cumberland,0.2
Davidson,4.6
Decatur,4.6
DeKalb,4.1
Dickson,2.6
Dyer,2.1
Fayette,-1.2
Fentress,2
Franklin,3
Gibson,5.8
Giles,1.9
Grainger,2.4
Greene,2.2
Grundy,3.7
Hamblen,3.8
Hamilton,2.5
Hancock,4.3
Hardeman,3.1
Hardin,5.1
Hawkins,-0.6
Haywood,1.9
Henderson,3.5
Henry,-1.7
Hickman,3.7
Houston,3.1
Humphreys,-10.2
Jackson,4.4
Jefferson,2.3
Johnson,-0.5
Knox,3.8
Lake,3.5
Lauderdale,2.8
Lawrence,3.6
Lewis,3.1
Lincoln,2.1
Loudon,5.8
McMinn,2
McNairy,0.9
Macon,-5.7
Madison,1.9
Marion,1.4
Marshall,3.9
Maury,2.8
Meigs,3.5
Monroe,3.2
Montgomery,3.3
Moore,8.8
Morgan,4.5
Obion,-0.2
Overton,3.2
Perry,2.8
Pickett,2.5
Polk,5.6
Putnam,3
Rhea,11.2
Roane,-3.1
Robertson,-0.4
Rutherford,3.9
Scott,4
Sequatchie,0.4
Sevier,4.3
Shelby,2.4
Smith,13.7
Stewart,6
Sullivan,3.2
Sumner,1.3
Tipton,2.1
Trousdale,13.4
Unicoi,5.2
Union,2.4
Van Buren,4.9
Warren,0.7
Washington,2.3
Wayne,4.3
Weakley,1.8
White,1.4
Williamson,4.8
Wilson,3.9
Anderson,3.7
Andrews,6.5
Angelina,5.2
Aransas,0.2
Archer,5.4
Armstrong,5
Atascosa,2.7
Austin,0.9
Bailey,-8
Bandera,3.2
Bastrop,5.6
Baylor,6.5
Bee,-0.2
Bell,2
Bexar,4.3
Blanco,1
Borden,29.4
Bosque,0.5
Bowie,1
Brazoria,4.9
Brazos,3.6
Brewster,6
Briscoe,5.7
Brooks,-3.4
Brown,0.8
Burleson,19.7
Burnet,2.6
Caldwell,5.9
Calhoun,5.1
Callahan,9.4
Cameron,2.8
Camp,6.8
Carson,7.1
Cass,3.7
Castro,-37.8
Chambers,1.1
Cherokee,0.9
Childress,4.1
Clay,3.1
Cochran,-12.1
Coke,0.4
Coleman,0.1
Collin,6.8
Collingsworth,10
Colorado,-3.1
Comal,4.6
Comanche,2.1
Concho,1.7
Cooke,4.4
Coryell,0.9
Cottle,-15
Crane,-4.8
Crockett,-14.9
Crosby,1.1
Culberson,12.4
Dallam,-12.9
Dallas,3.3
Dawson,-3.8
Deaf Smith,-5.3
Delta,2.1
Denton,3.5
DeWitt,-4.5
Dickens,0.2
Dimmit,2.7
Donley,2.6
Duval,2.7
Eastland,19.8
Ector,9.6
Edwards,-1.4
Ellis,6.5
El Paso,3.2
Erath,6.3
Falls,3.6
Fannin,5.3
Fayette,-1.6
Fisher,15.4
Floyd,-1.1
Foard,5.6
Fort Bend,5.4
Franklin,6
Freestone,-24.5
Frio,8.8
Gaines,-1.3
Galveston,1.7
Garza,-2.1
Gillespie,3
Glasscock,30
Goliad,0.8
Gonzales,2.8
Gray,-1.7
Grayson,4.8
Gregg,4.6
Grimes,2.9
Guadalupe,7.9
Hale,4.4
Hall,0.9
Hamilton,3.4
Hansford,7.4
Hardeman,-5.1
Hardin,4.8
Harris,2.7
Harrison,2
Hartley,0.5
Haskell,15.8
Hays,5.4
Hemphill,-12.9
Henderson,2.3
Hidalgo,3.1
Hill,1.6
Hockley,2.2
Hood,6.6
Hopkins,3.8
Houston,3
Howard,32.7
Hudspeth,9.3
Hunt,2.5
Hutchinson,-10.2
Irion,-7
Jack,6
Jackson,10.3
Jasper,1.5
Jeff Davis,0.8
Jefferson,-0.1
Jim Hogg,-0.5
Jim Wells,9.8
Johnson,0.4
Jones,-3.7
Karnes,4.4
Kaufman,4
Kendall,7.1
Kenedy,-3.2
Kent,-0.8
Kerr,4.1
Kimble,1.8
King,-5
Kinney,-0.1
Kleberg,0.4
Knox,8.5
Lamar,3.6
Lamb,-5.3
Lampasas,3.1
La Salle,5.2
Lavaca,8.5
Lee,-0.1
Leon,2.3
Liberty,6.5
Limestone,6
Lipscomb,-10
Live Oak,-3.4
Llano,-0.9
Loving,45.1
Lubbock,3
Lynn,12.3
McCulloch,6.6
McLennan,3.6
McMullen,-3.5
Madison,-10.7
Marion,4.7
Martin,39.9
Mason,0.6
Matagorda,-2.8
Maverick,3.3
Medina,2.4
Menard,1.8
Midland,18.5
Milam,-32.8
Mills,20.6
Mitchell,-4.9
Montague,-9.2
Montgomery,4.8
Moore,-4.7
Morris,7.5
Motley,4
Nacogdoches,3.3
Navarro,5.8
Newton,8.2
Nolan,-0.1
Nueces,1.1
Ochiltree,-1.9
Oldham,6.9
Orange,4
Palo Pinto,4.4
Panola,1.3
Parker,3.1
Parmer,1.9
Pecos,21
Polk,2.3
Potter,3.1
Presidio,2.7
Rains,6.1
Randall,3.9
Reagan,12.7
Real,4.2
Red River,-0.6
Reeves,48.4
Refugio,-0.1
Roberts,-17.1
Robertson,-9.7
Rockwall,4.3
Runnels,3.1
Rusk,3.3
Sabine,3.1
San Augustine,13.3
San Jacinto,0.1
San Patricio,0.2
San Saba,10.6
Schleicher,-3.2
Scurry,0.2
Shackelford,5.4
Shelby,6.9
Sherman,-33.3
Smith,2.8
Somervell,12
Starr,-1.1
Stephens,-3.2
Sterling,-2.5
Stonewall,-6.4
Sutton,-4.1
Swisher,-4.7
Tarrant,4
Taylor,4.8
Terrell,-20.4
Terry,-2.1
Throckmorton,3.1
Titus,-15.2
Tom Green,4.9
Travis,6
Trinity,2.8
Tyler,-2.2
Upshur,2.9
Upton,9
Uvalde,1.1
Val Verde,4.4
Van Zandt,2.6
Victoria,4.7
Walker,2
Waller,4.9
Ward,29.3
Washington,6.6
Webb,-3
Wharton,6
Wheeler,-12.7
Wichita,2.4
Wilbarger,11.3
Willacy,-2.4
Williamson,3.7
Wilson,7.5
Winkler,42.1
Wise,0.8
Wood,-0.8
Yoakum,6.5
Young,0.7
Zapata,-7.1
Zavala,-4.7
Beaver,9.3
Box Elder,3.3
Cache,2.9
Carbon,2.4
Daggett,-3.5
Davis,3.9
Duchesne,-1
Emery,-5.4
Garfield,-2
Grand,2.2
Iron,4
Juab,11.8
Kane,0.9
Millard,-7
Morgan,11.2
Piute,13.1
Rich,1.2
Salt Lake,3.6
San Juan,0.8
Sanpete,2.5
Sevier,0.1
Summit,2.2
Tooele,-2.1
Uintah,-2
Utah,7
Wasatch,3.4
Washington,4.5
Wayne,-2.8
Weber,2.2
Addison,0.2
Bennington,2.5
Caledonia,1.1
Chittenden,2
Essex,1
Franklin,1.1
Grand Isle,0.8
Lamoille,3.8
Orange,2.9
Orleans,1.9
Rutland,-0.4
Washington,-0.5
Windham,0.4
Windsor,0
Accomack,4.6
Albemarle,
Alleghany,
Amelia,2.7
Amherst,0.8
Appomattox,2.7
Arlington,3.4
Augusta,
Bath,-2.8
Bedford,2.4
Bland,4
Botetourt,6.7
Brunswick,1.1
Buchanan,-3.2
Buckingham,9.5
Campbell,
Caroline,2.8
Carroll,
Charles City,1.8
Charlotte,-0.1
Chesterfield,2
Clarke,1.7
Craig,2.8
Culpeper,2.4
Cumberland,-0.9
Dickenson,-4
Dinwiddie,
Essex,2.1
Fairfax,
Fauquier,4.2
Floyd,7.1
Fluvanna,-0.7
Franklin,1.4
Frederick,
Giles,3.2
Gloucester,1.8
Goochland,-2.4
Grayson,2.5
Greene,1
Greensville,
Halifax,-1.1
Hanover,3.6
Henrico,1.4
Henry,
Highland,5.7
Isle of Wight,6.9
James City,
King and Queen,2.8
King George,3.2
King William,2.7
Lancaster,1.4
Lee,0.7
Loudoun,6.2
Louisa,3.8
Lunenburg,1.8
Madison,1.1
Mathews,4
Mecklenburg,1.2
Middlesex,1.8
Montgomery,
Nelson,4
New Kent,3.9
Northampton,-0.1
Northumberland,4.6
Nottoway,2.3
Orange,2.8
Page,2.3
Patrick,0.2
Pittsylvania,
Powhatan,0.7
Prince Edward,2.2
Prince George,
Prince William,
Pulaski,9.4
Rappahannock,-10
Richmond,3.5
Roanoke,
Rockbridge,
Rockingham,
Russell,3.3
Scott,4.1
Shenandoah,3.6
Smyth,2.7
Southampton,
Spotsylvania,
Stafford,3.6
Surry,-3.7
Sussex,0.2
Tazewell,-0.5
Warren,0.7
Washington,
Westmoreland,3.8
Wise,
Wythe,2.9
York,
Alexandria City,
Bristol City,
Buena Vista City,
Charlottesville City,
Chesapeake City,
Colonial Heights City,
Covington City,
Danville City,
Emporia City,
Fairfax City,
Falls Church City,
Franklin City,
Fredericksburg City,
Galax City,
Hampton City,
Harrisonburg City,
Hopewell City,
Lexington City,
Lynchburg City,
Manassas City,
Manassas Park City,
Martinsville City,
Newport News City,
Norfolk City,
Norton City,
Petersburg City,
Poquoson City,
Portsmouth City,
Radford City,
Richmond City,
Roanoke City,
Salem City,
Staunton City,
Suffolk City,
Virginia Beach City,
Waynesboro City,
Williamsburg City,
Winchester City,
Adams,0
Asotin,4.9
Benton,2.1
Chelan,1.5
Clallam,3.4
Clark,5.3
Columbia,-1.3
Cowlitz,3.7
Douglas,-1.3
Ferry,-1.5
Franklin,4
Garfield,7.9
Grant,-2.6
Grays Harbor,1.9
Island,3
Jefferson,2.9
King,7.6
Kitsap,4.3
Kittitas,4.4
Klickitat,1.6
Lewis,1.3
Lincoln,1.2
Mason,3.8
Okanogan,-1.3
Pacific,2.5
Pend Oreille,3.9
Pierce,4
San Juan,3.9
Skagit,4.9
Skamania,-3.2
Snohomish,4.5
Spokane,4.4
Stevens,4.2
Thurston,5.6
Wahkiakum,4.7
Walla Walla,2.5
Whatcom,1.6
Whitman,6.6
Yakima,2.8
Barbour,-1
Berkeley,2.2
Boone,0.5
Braxton,0
Brooke,0.1
Cabell,2.1
Calhoun,2
Clay,-5.3
Doddridge,-7.8
Fayette,0.9
Gilmer,-4.3
Grant,-4.7
Greenbrier,2.1
Hampshire,1.8
Hancock,1.6
Hardy,0.9
Harrison,5.2
Jackson,86.5
Jefferson,1.5
Kanawha,-0.1
Lewis,9.3
Lincoln,-10.1
Logan,4.6
McDowell,-2
Marion,-1.8
Marshall,9.1
Mason,-1.6
Mercer,0.5
Mineral,5
Mingo,1.5
Monongalia,0.9
Monroe,2.1
Morgan,5.3
Nicholas,4.9
Ohio,-0.1
Pendleton,-9.8
Pleasants,0.3
Pocahontas,0.9
Preston,0
Putnam,5.6
Raleigh,2.4
Randolph,4.1
Ritchie,-3.3
Roane,3
Summers,-0.4
Taylor,-2
Tucker,-1.8
Tyler,-6.5
Upshur,2.4
Wayne,1.3
Webster,5.5
Wetzel,-6
Wirt,4.5
Wood,1.5
Wyoming,0.9
Adams,3
Ashland,-0.4
Barron,7.1
Bayfield,9.4
Brown,2.6
Buffalo,16
Burnett,6.3
Calumet,2.8
Chippewa,0.5
Clark,-4
Columbia,3.2
Crawford,3.8
Dane,2.1
Dodge,1.4
Door,2.1
Douglas,4
Dunn,5
Eau Claire,3.6
Florence,2.6
Fond du Lac,1.2
Forest,2.1
Grant,-0.4
Green,4.4
Green Lake,6
Iowa,2
Iron,0.7
Jackson,14.2
Jefferson,4.5
Juneau,3.9
