County_Name,pct_uninsured
Mitchell,14
Montgomery,16
Moore,11
Nash,12
New Hanover,12
Northampton,11
Onslow,8
Orange,10
Pamlico,12
Pasquotank,12
Pender,13
Perquimans,12
Person,11
Pitt,10
Polk,14
Randolph,15
Richmond,14
Robeson,18
Rockingham,12
Rowan,13
Rutherford,13
Sampson,18
Scotland,14
Stanly,12
Stokes,13
Surry,14
Swain,18
Transylvania,15
Tyrrell,17
Union,10
Vance,12
Wake,10
Warren,16
Washington,13
Watauga,14
Wayne,14
Wilkes,15
Wilson,13
Yadkin,14
Yancey,14
Adams,10
Barnes,7
Benson,13
Billings,13
Bottineau,10
Bowman,11
Burke,12
Burleigh,6
Cass,7
Cavalier,8
Dickey,9
Divide,11
Dunn,14
Eddy,10
Emmons,12
Foster,7
Golden Valley,9
Grand Forks,7
Grant,18
Griggs,9
Hettinger,11
Kidder,12
LaMoure,11
Logan,18
McHenry,9
McIntosh,14
McKenzie,12
McLean,9
Mercer,7
Morton,6
Mountrail,15
Nelson,10
Oliver,8
Pembina,9
Pierce,10
Ramsey,9
Ransom,8
Renville,8
Richland,8
Rolette,18
Sargent,7
Sheridan,16
Sioux,17
Slope,13
Stark,8
Steele,7
Stutsman,8
Towner,11
Traill,6
Walsh,10
Ward,8
Wells,8
Williams,9
Adams,9
Allen,7
Ashland,8
Ashtabula,8
Athens,9
Auglaize,5
Belmont,6
Brown,7
Butler,6
Carroll,7
Champaign,6
Clark,7
Clermont,5
Clinton,7
Columbiana,7
Coshocton,8
Crawford,6
Cuyahoga,6
Darke,7
Defiance,6
Delaware,4
Erie,6
Fairfield,5
Fayette,6
Franklin,8
Fulton,6
Gallia,8
Geauga,8
Greene,5
Guernsey,8
Hamilton,6
Hancock,6
Hardin,7
Harrison,7
Henry,6
Highland,9
Hocking,7
Holmes,23
Huron,7
Jackson,7
Jefferson,7
Knox,7
Lake,6
Lawrence,6
Licking,6
Logan,7
Lorain,6
Lucas,7
Madison,6
Mahoning,6
Marion,6
Medina,5
Meigs,7
Mercer,6
Miami,6
Monroe,8
Montgomery,7
Morgan,7
Morrow,7
Muskingum,7
Noble,7
Ottawa,6
Paulding,7
Perry,7
Pickaway,6
Pike,7
Portage,6
Preble,6
Putnam,5
Richland,8
Ross,6
Sandusky,6
Scioto,7
Seneca,6
Shelby,6
Stark,7
Summit,6
Trumbull,7
Tuscarawas,7
Union,5
Van Wert,6
Vinton,8
Warren,5
Washington,7
Wayne,11
Williams,6
Wood,5
Wyandot,6
Adair,24
Alfalfa,18
Atoka,20
Beaver,20
Beckham,17
Blaine,17
Bryan,19
Caddo,20
Canadian,12
Carter,17
Cherokee,24
Choctaw,20
Cimarron,25
Cleveland,12
Coal,21
Comanche,14
Cotton,18
Craig,19
Creek,16
Custer,20
Delaware,23
Dewey,20
Ellis,19
Garfield,18
Garvin,18
Grady,14
Grant,16
Greer,13
Harmon,24
Harper,25
Haskell,21
Hughes,20
Jackson,16
Jefferson,19
Johnston,19
Kay,15
Kingfisher,17
Kiowa,17
Latimer,19
Le Flore,20
Lincoln,18
Logan,13
Love,17
McClain,14
McCurtain,21
McIntosh,20
Major,19
Marshall,22
Mayes,19
Murray,17
Muskogee,19
Noble,15
Nowata,20
Okfuskee,19
Oklahoma,16
Okmulgee,16
Osage,16
Ottawa,19
Pawnee,17
Payne,16
Pittsburg,19
Pontotoc,17
Pottawatomie,16
Pushmataha,20
Roger Mills,18
Rogers,13
Seminole,19
Sequoyah,20
Stephens,16
Texas,21
Tillman,19
Tulsa,15
Wagoner,15
Washington,16
Washita,17
Woods,14
Woodward,17
Baker,8
Benton,6
Clackamas,6
Clatsop,8
Columbia,7
Coos,9
Crook,8
Curry,9
Deschutes,7
Douglas,7
Gilliam,7
Grant,8
Harney,9
Hood River,11
Jackson,9
Jefferson,13
Josephine,8
Klamath,10
Lake,10
Lane,8
Lincoln,10
Linn,8
Malheur,10
Marion,10
Morrow,11
Multnomah,8
Polk,8
Sherman,7
Tillamook,10
Umatilla,10
Union,7
Wallowa,8
Wasco,11
Washington,7
Wheeler,10
Yamhill,7
Adams,7
Allegheny,4
Armstrong,5
Beaver,4
Bedford,6
Berks,7
Blair,5
Bradford,7
Bucks,5
Butler,4
Cambria,5
Cameron,6
Carbon,6
Centre,6
Chester,6
Clarion,7
Clearfield,7
Clinton,7
Columbia,5
Crawford,7
Cumberland,6
Dauphin,6
Delaware,5
Elk,5
Erie,6
Fayette,6
Forest,6
Franklin,7
Fulton,7
Greene,5
Huntingdon,5
Indiana,7
Jefferson,7
Juniata,8
Lackawanna,6
Lancaster,12
Lawrence,6
Lebanon,8
Lehigh,7
Luzerne,6
Lycoming,6
McKean,6
Mercer,6
Mifflin,9
Monroe,7
Montgomery,4
Montour,5
Northampton,6
Northumberland,6
Perry,7
Philadelphia,8
Pike,7
Potter,6
Schuylkill,6
Snyder,8
Somerset,6
Sullivan,8
Susquehanna,7
Tioga,7
Union,7
Venango,6
Warren,5
Washington,4
Wayne,7
Westmoreland,4
Wyoming,6
York,6
Bristol,3
Kent,3
Newport,4
Providence,6
Washington,3
Abbeville,12
Aiken,13
Allendale,11
Anderson,13
Bamberg,13
Barnwell,12
Beaufort,15
Berkeley,11
Calhoun,12
Charleston,13
Cherokee,13
Chester,12
Chesterfield,14
Clarendon,14
Colleton,13
Darlington,12
Dillon,15
Dorchester,11
Edgefield,13
Fairfield,11
Florence,11
Georgetown,13
Greenville,13
Greenwood,14
Hampton,12
Horry,17
Jasper,20
Kershaw,11
Lancaster,13
Laurens,14
Lee,11
Lexington,12
McCormick,12
Marion,13
Marlboro,14
Newberry,14
Oconee,15
Orangeburg,13
Pickens,13
Richland,10
Saluda,18
Spartanburg,12
Sumter,12
Union,12
Williamsburg,11
York,11
Aurora,15
Beadle,13
Bennett,21
Bon Homme,11
Brookings,8
Brown,10
Brule,18
Buffalo,19
Butte,11
Campbell,11
Charles Mix,17
Clark,14
Clay,10
Codington,8
Corson,21
Custer,11
Davison,8
Day,14
Deuel,9
Dewey,19
Douglas,13
Edmunds,11
Fall River,10
Faulk,9
Grant,10
Gregory,15
Haakon,13
Hamlin,10
Hand,11
Hanson,11
Harding,12
Hughes,9
Hutchinson,12
Hyde,12
Jackson,24
Jerauld,12
Jones,16
Kingsbury,9
Lake,7
Lawrence,9
Lincoln,6
Lyman,18
McCook,10
McPherson,13
Marshall,17
Meade,10
Mellette,23
Miner,10
Minnehaha,8
Moody,15
Oglala Lakota,16
Pennington,11
Perkins,16
Potter,11
Roberts,19
Sanborn,12
Spink,10
Stanley,10
Sully,12
Todd,17
Tripp,17
Turner,9
Union,7
Walworth,13
Yankton,9
Ziebach,23
Anderson,10
Bedford,14
Benton,12
Bledsoe,15
Blount,10
Bradley,13
Campbell,12
Cannon,11
Carroll,10
Carter,12
Cheatham,10
Chester,11
Claiborne,11
Clay,14
Cocke,12
Coffee,10
Crockett,14
Cumberland,12
Davidson,14
Decatur,12
DeKalb,14
Dickson,10
Dyer,9
Fayette,11
Fentress,12
Franklin,10
Gibson,10
Giles,12
Grainger,12
Greene,11
Grundy,13
Hamblen,13
Hamilton,11
Hancock,11
Hardeman,12
Hardin,11
Hawkins,11
Haywood,11
Henderson,11
Henry,11
Hickman,12
Houston,12
Humphreys,11
Jackson,12
Jefferson,11
Johnson,12
Knox,9
Lake,11
Lauderdale,11
Lawrence,13
Lewis,12
Lincoln,11
Loudon,12
McMinn,12
McNairy,11
Macon,13
Madison,9
Marion,11
Marshall,10
Maury,10
Meigs,12
Monroe,11
Montgomery,8
Moore,9
Morgan,12
Obion,11
Overton,12
Perry,14
Pickett,12
Polk,12
Putnam,12
Rhea,12
Roane,10
Robertson,10
Rutherford,9
Scott,11
Sequatchie,11
Sevier,16
Shelby,11
Smith,10
Stewart,12
Sullivan,10
Sumner,9
Tipton,9
Trousdale,12
Unicoi,12
Union,12
Van Buren,12
Warren,14
Washington,11
Wayne,11
Weakley,10
White,11
Williamson,6
Wilson,8
Anderson,19
Andrews,22
Angelina,21
Aransas,22
Archer,18
Armstrong,17
Atascosa,19
Austin,20
Bailey,27
Bandera,18
Bastrop,21
Baylor,18
Bee,18
Bell,13
Bexar,16
Blanco,21
Borden,16
Bosque,22
Bowie,16
Brazoria,14
Brazos,16
Brewster,19
Briscoe,31
Brooks,16
Brown,18
Burleson,19
Burnet,21
Caldwell,21
Calhoun,19
Callahan,18
Cameron,29
Camp,21
Carson,17
Cass,16
Castro,28
Chambers,16
Cherokee,21
Childress,20
Clay,18
Cochran,28
Coke,19
Coleman,22
Collin,12
Collingsworth,32
Colorado,22
Comal,14
Comanche,25
Concho,21
Cooke,20
Coryell,15
Cottle,27
Crane,20
Crockett,22
Crosby,22
Culberson,26
Dallam,30
Dallas,23
Dawson,21
Deaf Smith,25
Delta,18
Denton,12
DeWitt,17
Dickens,24
Dimmit,19
Donley,20
Duval,20
Eastland,22
Ector,21
Edwards,24
Ellis,18
El Paso,22
Erath,23
Falls,22
Fannin,21
Fayette,20
Fisher,20
Floyd,23
Foard,24
Fort Bend,13
Franklin,19
Freestone,19
Frio,22
Gaines,33
Galveston,15
Garza,24
Gillespie,23
Glasscock,21
Goliad,15
Gonzales,25
Gray,23
Grayson,19
Gregg,21
Grimes,22
Guadalupe,13
Hale,23
Hall,27
Hamilton,24
Hansford,26
Hardeman,26
Hardin,13
Harris,22
Harrison,17
Hartley,20
Haskell,25
Hays,16
Hemphill,23
Henderson,21
Hidalgo,31
Hill,21
Hockley,20
Hood,17
Hopkins,22
Houston,20
Howard,18
Hudspeth,28
Hunt,18
Hutchinson,20
Irion,15
Jack,24
Jackson,19
Jasper,17
Jeff Davis,29
Jefferson,20
Jim Hogg,19
Jim Wells,20
Johnson,17
Jones,19
Karnes,18
Kaufman,16
Kendall,15
Kenedy,22
Kent,18
Kerr,22
Kimble,21
King,24
Kinney,22
Kleberg,19
Knox,25
Lamar,19
Lamb,25
Lampasas,20
La Salle,16
Lavaca,18
Lee,22
Leon,24
Liberty,21
Limestone,21
Lipscomb,29
Live Oak,20
Llano,20
Loving,21
Lubbock,15
Lynn,19
McCulloch,21
McLennan,17
McMullen,19
Madison,21
Marion,18
Martin,22
Mason,28
Matagorda,21
Maverick,27
Medina,16
Menard,25
Midland,19
Milam,20
Mills,25
Mitchell,21
Montague,23
Montgomery,17
Moore,27
Morris,16
Motley,22
Nacogdoches,22
Navarro,22
Newton,17
Nolan,17
Nueces,19
Ochiltree,28
Oldham,16
Orange,15
Palo Pinto,21
Panola,18
Parker,15
Parmer,28
Pecos,22
Polk,22
Potter,23
Presidio,29
Rains,22
Randall,13
Reagan,23
Real,22
Red River,19
Reeves,22
Refugio,18
Roberts,12
Robertson,18
Rockwall,13
Runnels,20
Rusk,20
Sabine,21
San Augustine,18
San Jacinto,23
San Patricio,18
San Saba,28
Schleicher,25
Scurry,18
Shackelford,20
Shelby,24
Sherman,29
Smith,19
Somervell,19
Starr,28
Stephens,26
Sterling,22
Stonewall,22
Sutton,21
Swisher,22
Tarrant,18
Taylor,16
Terrell,27
Terry,24
Throckmorton,27
Titus,25
Tom Green,17
Travis,14
Trinity,20
Tyler,17
Upshur,18
Upton,22
Uvalde,22
Val Verde,22
Van Zandt,21
Victoria,18
Walker,19
Waller,24
Ward,21
Washington,19
Webb,28
Wharton,21
Wheeler,24
Wichita,17
Wilbarger,21
Willacy,22
Williamson,11
Wilson,16
Winkler,21
Wise,22
Wood,20
Yoakum,24
Young,23
Zapata,29
Zavala,19
Beaver,12
Box Elder,8
Cache,10
Carbon,10
Daggett,8
Davis,6
Duchesne,15
Emery,9
Garfield,16
Grand,13
Iron,13
Juab,10
Kane,9
Millard,14
Morgan,7
Piute,12
Rich,11
Salt Lake,10
San Juan,16
Sanpete,12
Sevier,12
Summit,9
Tooele,8
Uintah,15
Utah,8
Wasatch,11
Washington,13
Wayne,15
Weber,10
Addison,6
Bennington,5
Caledonia,5
Chittenden,5
Essex,6
Franklin,4
Grand Isle,5
Lamoille,6
Orange,5
Orleans,6
Rutland,5
Washington,4
Windham,5
Windsor,6
Accomack,16
Albemarle,9
Alleghany,9
Amelia,13
Amherst,12
Appomattox,11
Arlington,7
Augusta,11
Bath,10
Bedford,9
Bland,8
Botetourt,8
Brunswick,12
Buchanan,12
Buckingham,13
Campbell,11
Caroline,11
Carroll,12
Charles City,16
Charlotte,14
Chesterfield,8
Clarke,11
Craig,10
Culpeper,13
Cumberland,12
Dickenson,11
Dinwiddie,11
Essex,12
Fairfax,9
Fauquier,9
Floyd,13
Fluvanna,10
Franklin,12
Frederick,10
Giles,11
Gloucester,9
Goochland,7
Grayson,13
Greene,13
Greensville,10
Halifax,11
Hanover,7
Henrico,9
Henry,12
Highland,17
Isle of Wight,9
James City,8
King and Queen,14
King George,7
King William,9
Lancaster,12
Lee,12
Loudoun,6
Louisa,12
Lunenburg,15
Madison,12
Mathews,9
Mecklenburg,11
Middlesex,11
Montgomery,10
Nelson,13
New Kent,9
Northampton,14
Northumberland,12
Nottoway,13
Orange,11
Page,13
Patrick,13
Pittsylvania,12
Powhatan,9
Prince Edward,12
Prince George,8
Prince William,11
Pulaski,9
Rappahannock,14
Richmond,12
Roanoke,8
Rockbridge,11
Rockingham,15
Russell,11
Scott,10
Shenandoah,12
Smyth,10
Southampton,11
Spotsylvania,9
Stafford,7
Surry,9
Sussex,13
Tazewell,11
Warren,11
Washington,10
Westmoreland,13
Wise,11
Wythe,12
York,7
Alexandria City,11
Bristol City,9
Buena Vista City,10
Charlottesville City,11
Chesapeake City,7
Colonial Heights City,10
Covington City,10
Danville City,10
Emporia City,11
Fairfax City,9
Falls Church City,3
Franklin City,9
Fredericksburg City,11
Galax City,15
Hampton City,9
Harrisonburg City,15
Hopewell City,11
Lexington City,8
Lynchburg City,10
Manassas City,16
Manassas Park City,16
Martinsville City,10
Newport News City,11
Norfolk City,11
Norton City,11
Petersburg City,10
Poquoson City,6
Portsmouth City,11
Radford City,9
Richmond City,14
Roanoke City,12
Salem City,8
Staunton City,10
Suffolk City,8
Virginia Beach City,8
Waynesboro City,11
Williamsburg City,11
Winchester City,15
Adams,12
Asotin,6
Benton,7
Chelan,9
Clallam,8
Clark,6
Columbia,6
Cowlitz,6
Douglas,11
Ferry,10
Franklin,11
Garfield,4
Grant,12
Grays Harbor,8
Island,5
Jefferson,8
King,6
Kitsap,5
Kittitas,8
Klickitat,9
Lewis,8
Lincoln,6
Mason,9
Okanogan,14
Pacific,9
Pend Oreille,8
Pierce,6
San Juan,9
Skagit,8
Skamania,7
Snohomish,6
Spokane,6
Stevens,7
Thurston,6
Wahkiakum,8
Walla Walla,7
Whatcom,7
Whitman,6
Yakima,12
Barbour,8
Berkeley,7
Boone,7
Braxton,8
Brooke,5
Cabell,8
Calhoun,8
Clay,8
Doddridge,8
Fayette,8
Gilmer,8
Grant,8
Greenbrier,8
Hampshire,9
Hancock,7
Hardy,9
Harrison,7
Jackson,7
Jefferson,6
Kanawha,7
Lewis,7
Lincoln,8
Logan,7
McDowell,9
Marion,6
Marshall,7
Mason,7
Mercer,7
Mineral,7
Mingo,8
Monongalia,7
Monroe,9
Morgan,8
Nicholas,7
Ohio,6
Pendleton,9
Pleasants,6
Pocahontas,8
Preston,8
Putnam,5
Raleigh,7
Randolph,7
Ritchie,8
Roane,8
Summers,7
Taylor,7
Tucker,7
Tyler,7
Upshur,8
Wayne,7
Webster,8
Wetzel,7
Wirt,8
Wood,7
Wyoming,7
Adams,7
Ashland,7
Barron,7
Bayfield,9
Brown,7
Buffalo,6
Burnett,8
Calumet,4
Chippewa,5
Clark,16
Columbia,5
Crawford,6
Dane,5
Dodge,5
Door,6
Douglas,6
Dunn,5
Eau Claire,6
Florence,7
Fond du Lac,5
Forest,11
Grant,8
Green,5
Green Lake,8
Iowa,5
Iron,7
Jackson,10
Jefferson,5
Juneau,8
Kenosha,6
Kewaunee,5
La Crosse,5
Lafayette,11
Langlade,6
Lincoln,5
Manitowoc,6
Marathon,6
Marinette,6
Marquette,8
Menominee,9
Milwaukee,8
Monroe,7
Oconto,6
Oneida,6
Outagamie,5
Ozaukee,3
Pepin,8
Pierce,4
Polk,6
Portage,5
Price,6
Racine,6
Richland,7
Rock,7
Rusk,8
St. Croix,4
Sauk,7
Sawyer,10
Shawano,7
Sheboygan,6
Taylor,8
Trempealeau,7
Vernon,10
Vilas,10
Walworth,8
Washburn,6
Washington,4
Waukesha,3
Waupaca,6
Waushara,8
Winnebago,5
Wood,5
Albany,12
Big Horn,19
Campbell,12
Carbon,16
Converse,12
Crook,14
Fremont,20
Goshen,16
Hot Springs,13
Johnson,14
Laramie,11
Lincoln,13
Natrona,14
Niobrara,19
Park,13
Platte,14
Sheridan,13
Sublette,14
Sweetwater,14
Teton,16
Uinta,13
Washakie,16
Weston,13
