County_Name,life_expectancy
Martin,75
Mecklenburg,80
Mitchell,76
Montgomery,77
Moore,79
Nash,75
New Hanover,79
Northampton,76
Onslow,76
Orange,82
Pamlico,78
Pasquotank,76
Pender,76
Perquimans,78
Person,76
Pitt,78
Polk,79
Randolph,75
Richmond,73
Robeson,73
Rockingham,75
Rowan,75
Rutherford,75
Sampson,75
Scotland,74
Stanly,75
Stokes,75
Surry,75
Swain,73
Transylvania,80
Tyrrell,78
Union,79
Vance,73
Wake,81
Warren,76
Washington,76
Watauga,82
Wayne,76
Wilkes,76
Wilson,75
Yadkin,77
Yancey,78
Adams,78
Barnes,79
Benson,72
Billings,
Bottineau,75
Bowman,82
Burke,81
Burleigh,81
Cass,81
Cavalier,80
Dickey,78
Divide,80
Dunn,78
Eddy,77
Emmons,80
Foster,79
Golden Valley,87
Grand Forks,79
Grant,81
Griggs,79
Hettinger,82
Kidder,86
LaMoure,82
Logan,80
McHenry,78
McIntosh,80
McKenzie,79
McLean,78
Mercer,80
Morton,78
Mountrail,73
Nelson,78
Oliver,89
Pembina,80
Pierce,81
Ramsey,78
Ransom,76
Renville,78
Richland,81
Rolette,71
Sargent,82
Sheridan,
Sioux,68
Slope,
Stark,81
Steele,81
Stutsman,78
Towner,80
Traill,79
Walsh,78
Ward,80
Wells,80
Williams,78
Adams,73
Allen,76
Ashland,77
Ashtabula,75
Athens,77
Auglaize,79
Belmont,76
Brown,74
Butler,76
Carroll,77
Champaign,76
Clark,73
Clermont,77
Clinton,75
Columbiana,76
Coshocton,76
Crawford,75
Cuyahoga,76
Darke,76
Defiance,77
Delaware,82
Erie,76
Fairfield,78
Fayette,73
Franklin,77
Fulton,77
Gallia,73
Geauga,81
Greene,79
Guernsey,75
Hamilton,76
Hancock,77
Hardin,76
Harrison,75
Henry,78
Highland,75
Hocking,75
Holmes,79
Huron,76
Jackson,72
Jefferson,74
Knox,77
Lake,78
Lawrence,72
Licking,78
Logan,76
Lorain,77
Lucas,75
Madison,76
Mahoning,76
Marion,75
Medina,79
Meigs,73
Mercer,79
Miami,77
Monroe,77
Montgomery,74
Morgan,76
Morrow,78
Muskingum,75
Noble,81
Ottawa,77
Paulding,77
Perry,76
Pickaway,76
Pike,72
Portage,77
Preble,75
Putnam,79
Richland,75
Ross,75
Sandusky,76
Scioto,72
Seneca,77
Shelby,77
Stark,76
Summit,76
Trumbull,75
Tuscarawas,77
Union,79
Van Wert,77
Vinton,74
Warren,79
Washington,76
Wayne,78
Williams,77
Wood,78
Wyandot,77
Adair,73
Alfalfa,79
Atoka,75
Beaver,78
Beckham,73
Blaine,73
Bryan,75
Caddo,72
Canadian,78
Carter,74
Cherokee,75
Choctaw,72
Cimarron,79
Cleveland,79
Coal,72
Comanche,75
Cotton,73
Craig,73
Creek,74
Custer,75
Delaware,76
Dewey,75
Ellis,74
Garfield,75
Garvin,73
Grady,76
Grant,73
Greer,77
Harmon,74
Harper,77
Haskell,75
Hughes,72
Jackson,75
Jefferson,74
Johnston,72
Kay,74
Kingfisher,76
Kiowa,72
Latimer,74
Le Flore,72
Lincoln,75
Logan,79
Love,74
McClain,75
McCurtain,72
McIntosh,73
Major,74
Marshall,77
Mayes,74
Murray,74
Muskogee,72
Noble,74
Nowata,74
Okfuskee,71
Oklahoma,76
Okmulgee,72
Osage,78
Ottawa,73
Pawnee,75
Payne,77
Pittsburg,73
Pontotoc,74
Pottawatomie,73
Pushmataha,74
Roger Mills,77
Rogers,77
Seminole,72
Sequoyah,73
Stephens,75
Texas,75
Tillman,74
Tulsa,76
Wagoner,79
Washington,76
Washita,73
Woods,76
Woodward,75
Baker,78
Benton,82
Clackamas,80
Clatsop,78
Columbia,79
Coos,76
Crook,78
Curry,78
Deschutes,81
Douglas,77
Gilliam,81
Grant,79
Harney,78
Hood River,81
Jackson,78
Jefferson,78
Josephine,76
Klamath,76
Lake,77
Lane,79
Lincoln,78
Linn,78
Malheur,77
Marion,79
Morrow,80
Multnomah,79
Polk,80
Sherman,81
Tillamook,79
Umatilla,78
Union,79
Wallowa,81
Wasco,77
Washington,82
Wheeler,
Yamhill,79
Adams,79
Allegheny,77
Armstrong,76
Beaver,76
Bedford,78
Berks,79
Blair,76
Bradford,78
Bucks,79
Butler,78
Cambria,75
Cameron,78
Carbon,76
Centre,82
Chester,81
Clarion,78
Clearfield,77
Clinton,78
Columbia,78
Crawford,76
Cumberland,79
Dauphin,78
Delaware,78
Elk,77
Erie,77
Fayette,75
Forest,78
Franklin,78
Fulton,78
Greene,75
Huntingdon,78
Indiana,77
Jefferson,77
Juniata,79
Lackawanna,76
Lancaster,80
Lawrence,76
Lebanon,78
Lehigh,79
Luzerne,76
Lycoming,78
McKean,76
Mercer,76
Mifflin,77
Monroe,78
Montgomery,80
Montour,78
Northampton,79
Northumberland,77
Perry,77
Philadelphia,76
Pike,79
Potter,77
Schuylkill,75
Snyder,81
Somerset,77
Sullivan,77
Susquehanna,77
Tioga,78
Union,82
Venango,77
Warren,78
Washington,77
Wayne,78
Westmoreland,77
Wyoming,75
York,78
Bristol,81
Kent,79
Newport,81
Providence,79
Washington,81
Abbeville,75
Aiken,76
Allendale,72
Anderson,75
Bamberg,73
Barnwell,73
Beaufort,82
Berkeley,78
Calhoun,75
Charleston,79
Cherokee,74
Chester,73
Chesterfield,74
Clarendon,75
Colleton,71
Darlington,73
Dillon,72
Dorchester,77
Edgefield,79
Fairfield,73
Florence,74
Georgetown,76
Greenville,78
Greenwood,75
Hampton,73
Horry,76
Jasper,78
Kershaw,76
Lancaster,78
Laurens,74
Lee,71
Lexington,77
McCormick,73
Marion,72
Marlboro,72
Newberry,77
Oconee,76
Orangeburg,74
Pickens,77
Richland,77
Saluda,78
Spartanburg,75
Sumter,75
Union,73
Williamsburg,72
York,78
Aurora,82
Beadle,78
Bennett,69
Bon Homme,80
Brookings,81
Brown,80
Brule,80
Buffalo,61
Butte,78
Campbell,
Charles Mix,74
Clark,79
Clay,78
Codington,81
Corson,65
Custer,80
Davison,79
Day,77
Deuel,81
Dewey,69
Douglas,83
Edmunds,81
Fall River,75
Faulk,79
Grant,79
Gregory,79
Haakon,78
Hamlin,79
Hand,81
Hanson,78
Harding,
Hughes,80
Hutchinson,79
Hyde,
Jackson,71
Jerauld,80
Jones,
Kingsbury,79
Lake,80
Lawrence,79
Lincoln,84
Lyman,73
McCook,78
McPherson,81
Marshall,80
Meade,79
Mellette,66
Miner,77
Minnehaha,79
Moody,81
Oglala Lakota,62
Pennington,79
Perkins,79
Potter,80
Roberts,75
Sanborn,79
Spink,78
Stanley,88
Sully,
Todd,66
Tripp,77
Turner,77
Union,81
Walworth,77
Yankton,78
Ziebach,77
Anderson,75
Bedford,74
Benton,71
Bledsoe,77
Blount,77
Bradley,76
Campbell,71
Cannon,74
Carroll,73
Carter,75
Cheatham,74
Chester,76
Claiborne,73
Clay,73
Cocke,71
Coffee,74
Crockett,73
Cumberland,76
Davidson,76
Decatur,75
DeKalb,73
Dickson,74
Dyer,73
Fayette,77
Fentress,73
Franklin,75
Gibson,73
Giles,74
Grainger,74
Greene,74
Grundy,71
Hamblen,75
Hamilton,77
Hancock,70
Hardeman,74
Hardin,72
Hawkins,75
Haywood,73
Henderson,74
Henry,74
Hickman,74
Houston,73
Humphreys,73
Jackson,75
Jefferson,75
Johnson,73
Knox,76
Lake,72
Lauderdale,72
Lawrence,73
Lewis,74
Lincoln,74
Loudon,77
McMinn,74
McNairy,72
Macon,73
Madison,75
Marion,74
Marshall,75
Maury,76
Meigs,73
Monroe,74
Montgomery,75
Moore,79
Morgan,74
Obion,76
Overton,73
Perry,72
Pickett,75
Polk,73
Putnam,76
Rhea,73
Roane,74
Robertson,75
Rutherford,77
Scott,72
Sequatchie,77
Sevier,75
Shelby,75
Smith,74
Stewart,75
Sullivan,75
Sumner,77
Tipton,74
Trousdale,73
Unicoi,73
Union,74
Van Buren,73
Warren,74
Washington,75
Wayne,75
Weakley,75
White,74
Williamson,82
Wilson,78
Anderson,73
Andrews,77
Angelina,76
Aransas,77
Archer,78
Armstrong,77
Atascosa,78
Austin,78
Bailey,77
Bandera,79
Bastrop,77
Baylor,73
Bee,76
Bell,78
Bexar,78
Blanco,78
Borden,
Bosque,76
Bowie,75
Brazoria,79
Brazos,81
Brewster,80
Briscoe,
Brooks,77
Brown,75
Burleson,76
Burnet,79
Caldwell,77
Calhoun,78
Callahan,76
Cameron,80
Camp,75
Carson,78
Cass,75
Castro,79
Chambers,77
Cherokee,75
Childress,76
Clay,78
Cochran,75
Coke,76
Coleman,74
Collin,82
Collingsworth,74
Colorado,77
Comal,79
Comanche,77
Concho,81
Cooke,77
Coryell,77
Cottle,
Crane,79
Crockett,75
Crosby,75
Culberson,81
Dallam,78
Dallas,78
Dawson,75
Deaf Smith,77
Delta,72
Denton,81
DeWitt,76
Dickens,78
Dimmit,79
Donley,75
Duval,74
Eastland,76
Ector,75
Edwards,76
Ellis,78
El Paso,80
Erath,78
Falls,76
Fannin,74
Fayette,79
Fisher,81
Floyd,79
Foard,
Fort Bend,82
Franklin,77
Freestone,77
Frio,78
Gaines,79
Galveston,77
Garza,79
Gillespie,79
Glasscock,
Goliad,77
Gonzales,77
Gray,74
Grayson,76
Gregg,75
Grimes,76
Guadalupe,79
Hale,77
Hall,78
Hamilton,75
Hansford,77
Hardeman,76
Hardin,75
Harris,79
Harrison,76
Hartley,80
Haskell,76
Hays,80
Hemphill,77
Henderson,74
Hidalgo,82
Hill,76
Hockley,76
Hood,78
Hopkins,76
Houston,76
Howard,74
Hudspeth,85
Hunt,76
Hutchinson,75
Irion,
Jack,75
Jackson,76
Jasper,75
Jeff Davis,89
Jefferson,75
Jim Hogg,77
Jim Wells,76
Johnson,77
Jones,77
Karnes,77
Kaufman,76
Kendall,81
Kenedy,
Kent,
Kerr,78
Kimble,75
King,
Kinney,81
Kleberg,75
Knox,73
Lamar,75
Lamb,76
Lampasas,78
La Salle,77
Lavaca,78
Lee,77
Leon,76
Liberty,73
Limestone,76
Lipscomb,79
Live Oak,79
Llano,78
Loving,
Lubbock,76
Lynn,75
McCulloch,77
McLennan,78
McMullen,
Madison,75
Marion,73
Martin,74
Mason,80
Matagorda,75
Maverick,78
Medina,79
Menard,71
Midland,78
Milam,76
Mills,77
Mitchell,74
Montague,75
Montgomery,79
Moore,77
Morris,73
Motley,
Nacogdoches,77
Navarro,75
Newton,76
Nolan,75
Nueces,78
Ochiltree,77
Oldham,79
Orange,74
Palo Pinto,75
Panola,74
Parker,78
Parmer,78
Pecos,78
Polk,73
Potter,74
Presidio,89
Rains,76
Randall,78
Reagan,77
Real,75
Red River,75
Reeves,78
Refugio,76
Roberts,
Robertson,75
Rockwall,80
Runnels,77
Rusk,76
Sabine,74
San Augustine,73
San Jacinto,76
San Patricio,76
San Saba,77
Schleicher,78
Scurry,77
Shackelford,81
Shelby,75
Sherman,80
Smith,78
Somervell,77
Starr,79
Stephens,76
Sterling,
Stonewall,
Sutton,81
Swisher,75
Tarrant,79
Taylor,75
Terrell,
Terry,75
Throckmorton,
Titus,77
Tom Green,77
Travis,81
Trinity,72
Tyler,75
Upshur,74
Upton,78
Uvalde,79
Val Verde,79
Van Zandt,76
Victoria,78
Walker,78
Waller,79
Ward,74
Washington,80
Webb,80
Wharton,76
Wheeler,74
Wichita,75
Wilbarger,76
Willacy,77
Williamson,81
Wilson,79
Winkler,74
Wise,76
Wood,77
Yoakum,78
Young,74
Zapata,78
Zavala,75
Beaver,76
Box Elder,78
Cache,81
Carbon,75
Daggett,
Davis,80
Duchesne,77
Emery,76
Garfield,75
Grand,77
Iron,78
Juab,78
Kane,79
Millard,80
Morgan,80
Piute,
Rich,85
Salt Lake,79
San Juan,76
Sanpete,79
Sevier,77
Summit,83
Tooele,78
Uintah,76
Utah,80
Wasatch,81
Washington,81
Wayne,79
Weber,78
Addison,81
Bennington,77
Caledonia,78
Chittenden,81
Essex,77
Franklin,78
Grand Isle,80
Lamoille,80
Orange,79
Orleans,77
Rutland,77
Washington,79
Windham,78
Windsor,79
Accomack,76
Albemarle,83
Alleghany,76
Amelia,75
Amherst,78
Appomattox,76
Arlington,85
Augusta,80
Bath,75
Bedford,78
Bland,77
Botetourt,79
Brunswick,74
Buchanan,73
Buckingham,78
Campbell,78
Caroline,77
Carroll,78
Charles City,75
Charlotte,75
Chesterfield,79
Clarke,78
Craig,79
Culpeper,77
Cumberland,79
Dickenson,74
Dinwiddie,77
Essex,76
Fairfax,85
Fauquier,79
Floyd,79
Fluvanna,80
Franklin,78
Frederick,79
Giles,75
Gloucester,76
Goochland,81
Grayson,77
Greene,79
Greensville,73
Halifax,75
Hanover,79
Henrico,79
Henry,76
Highland,81
Isle of Wight,79
James City,80
King and Queen,76
King George,78
King William,77
Lancaster,76
Lee,75
Loudoun,84
Louisa,78
Lunenburg,75
Madison,77
Mathews,78
Mecklenburg,74
Middlesex,77
Montgomery,80
Nelson,78
New Kent,79
Northampton,75
Northumberland,80
Nottoway,75
Orange,77
Page,76
Patrick,76
Pittsylvania,76
Powhatan,80
Prince Edward,76
Prince George,80
Prince William,82
Pulaski,76
Rappahannock,84
Richmond,75
Roanoke,78
Rockbridge,80
Rockingham,80
Russell,74
Scott,75
Shenandoah,79
Smyth,74
Southampton,77
Spotsylvania,79
Stafford,80
Surry,76
Sussex,74
Tazewell,73
Warren,76
Washington,77
Westmoreland,77
Wise,72
Wythe,75
York,82
Alexandria City,84
Bristol City,71
Buena Vista City,
Charlottesville City,79
Chesapeake City,78
Colonial Heights City,74
Covington City,
Danville City,72
Emporia City,
Fairfax City,78
Falls Church City,81
Franklin City,68
Fredericksburg City,78
Galax City,67
Hampton City,76
Harrisonburg City,79
Hopewell City,70
Lexington City,
Lynchburg City,77
Manassas City,78
Manassas Park City,92
Martinsville City,69
Newport News City,76
Norfolk City,75
Norton City,73
Petersburg City,67
Poquoson City,78
Portsmouth City,73
Radford City,76
Richmond City,77
Roanoke City,74
Salem City,75
Staunton City,75
Suffolk City,78
Virginia Beach City,80
Waynesboro City,76
Williamsburg City,87
Winchester City,78
Adams,80
Asotin,79
Benton,80
Chelan,81
Clallam,79
Clark,80
Columbia,77
Cowlitz,76
Douglas,82
Ferry,77
Franklin,81
Garfield,80
Grant,79
Grays Harbor,76
Island,81
Jefferson,81
King,82
Kitsap,80
Kittitas,81
Klickitat,80
Lewis,77
Lincoln,80
Mason,78
Okanogan,78
Pacific,76
Pend Oreille,77
Pierce,78
San Juan,85
Skagit,79
Skamania,83
Snohomish,80
Spokane,78
Stevens,79
Thurston,80
Wahkiakum,81
Walla Walla,79
Whatcom,81
Whitman,81
Yakima,77
Barbour,76
Berkeley,75
Boone,71
Braxton,75
Brooke,76
Cabell,71
Calhoun,76
Clay,73
Doddridge,79
Fayette,72
Gilmer,77
Grant,78
Greenbrier,75
Hampshire,76
Hancock,74
Hardy,76
Harrison,75
Jackson,75
Jefferson,77
Kanawha,73
Lewis,72
Lincoln,71
Logan,70
McDowell,68
Marion,76
Marshall,77
Mason,73
Mercer,72
Mineral,76
Mingo,71
Monongalia,79
Monroe,77
Morgan,74
Nicholas,75
Ohio,75
Pendleton,77
Pleasants,76
Pocahontas,77
Preston,76
Putnam,76
Raleigh,73
Randolph,76
Ritchie,76
Roane,72
Summers,74
Taylor,76
Tucker,77
Tyler,76
Upshur,76
Wayne,74
Webster,74
Wetzel,74
Wirt,77
Wood,74
Wyoming,72
Adams,78
Ashland,76
Barron,79
Bayfield,80
Brown,79
Buffalo,80
Burnett,78
Calumet,80
Chippewa,79
Clark,78
Columbia,79
Crawford,79
Dane,81
Dodge,78
Door,81
Douglas,79
Dunn,80
Eau Claire,79
Florence,75
Fond du Lac,80
Forest,74
Grant,80
Green,80
Green Lake,77
Iowa,81
Iron,78
Jackson,78
Jefferson,79
Juneau,78
Kenosha,78
Kewaunee,81
La Crosse,79
Lafayette,80
Langlade,80
Lincoln,78
Manitowoc,79
Marathon,80
Marinette,78
Marquette,77
Menominee,70
Milwaukee,76
Monroe,78
Oconto,79
Oneida,78
Outagamie,80
Ozaukee,82
Pepin,81
Pierce,80
Polk,79
Portage,81
Price,79
Racine,78
Richland,79
Rock,78
Rusk,79
St. Croix,80
Sauk,79
Sawyer,76
Shawano,78
Sheboygan,79
Taylor,81
Trempealeau,78
Vernon,80
Vilas,78
Walworth,79
Washburn,79
Washington,81
Waukesha,81
Waupaca,77
Waushara,79
Winnebago,79
Wood,78
Albany,80
Big Horn,77
Campbell,79
Carbon,77
Converse,78
Crook,81
Fremont,75
Goshen,80
Hot Springs,75
Johnson,78
Laramie,78
Lincoln,80
Natrona,77
Niobrara,81
Park,80
Platte,79
Sheridan,78
Sublette,82
Sweetwater,77
Teton,89
Uinta,79
Washakie,79
Weston,80
