County_Name,pct_unemployed
Mitchell,4
Montgomery,3
Moore,3
Nash,5
New Hanover,3
Northampton,5
Onslow,4
Orange,3
Pamlico,4
Pasquotank,4
Pender,4
Perquimans,4
Person,4
Pitt,4
Polk,3
Randolph,3
Richmond,5
Robeson,5
Rockingham,4
Rowan,3
Rutherford,5
Sampson,3
Scotland,7
Stanly,3
Stokes,3
Surry,3
Swain,4
Transylvania,3
Tyrrell,6
Union,3
Vance,5
Wake,3
Warren,5
Washington,5
Watauga,3
Wayne,4
Wilkes,3
Wilson,6
Yadkin,3
Yancey,3
Adams,2
Barnes,2
Benson,3
Billings,2
Bottineau,3
Bowman,1
Burke,2
Burleigh,2
Cass,2
Cavalier,2
Dickey,1
Divide,1
Dunn,1
Eddy,4
Emmons,4
Foster,2
Golden Valley,2
Grand Forks,2
Grant,2
Griggs,2
Hettinger,2
Kidder,4
LaMoure,1
Logan,2
McHenry,3
McIntosh,2
McKenzie,1
McLean,3
Mercer,4
Morton,3
Mountrail,1
Nelson,3
Oliver,4
Pembina,3
Pierce,3
Ramsey,2
Ransom,1
Renville,2
Richland,2
Rolette,9
Sargent,1
Sheridan,4
Sioux,4
Slope,2
Stark,2
Steele,1
Stutsman,2
Towner,2
Traill,2
Walsh,3
Ward,2
Wells,3
Williams,1
Adams,7
Allen,4
Ashland,4
Ashtabula,5
Athens,5
Auglaize,3
Belmont,5
Brown,5
Butler,4
Carroll,5
Champaign,3
Clark,4
Clermont,4
Clinton,5
Columbiana,5
Coshocton,6
Crawford,5
Cuyahoga,5
Darke,3
Defiance,4
Delaware,3
Erie,5
Fairfield,4
Fayette,4
Franklin,3
Fulton,4
Gallia,6
Geauga,4
Greene,4
Guernsey,5
Hamilton,4
Hancock,3
Hardin,4
Harrison,5
Henry,4
Highland,5
Hocking,5
Holmes,3
Huron,5
Jackson,6
Jefferson,6
Knox,4
Lake,4
Lawrence,5
Licking,3
Logan,3
Lorain,5
Lucas,5
Madison,3
Mahoning,5
Marion,4
Medina,4
Meigs,7
Mercer,2
Miami,3
Monroe,7
Montgomery,4
Morgan,6
Morrow,4
Muskingum,5
Noble,6
Ottawa,6
Paulding,4
Perry,5
Pickaway,4
Pike,6
Portage,4
Preble,4
Putnam,3
Richland,4
Ross,4
Sandusky,4
Scioto,6
Seneca,4
Shelby,3
Stark,4
Summit,4
Trumbull,6
Tuscarawas,4
Union,3
Van Wert,3
Vinton,6
Warren,3
Washington,5
Wayne,3
Williams,3
Wood,4
Wyandot,3
Adair,4
Alfalfa,2
Atoka,4
Beaver,2
Beckham,2
Blaine,2
Bryan,3
Caddo,3
Canadian,2
Carter,3
Cherokee,4
Choctaw,4
Cimarron,1
Cleveland,2
Coal,3
Comanche,3
Cotton,3
Craig,3
Creek,3
Custer,2
Delaware,3
Dewey,1
Ellis,2
Garfield,3
Garvin,3
Grady,3
Grant,2
Greer,3
Harmon,2
Harper,2
Haskell,5
Hughes,4
Jackson,3
Jefferson,3
Johnston,2
Kay,4
Kingfisher,2
Kiowa,4
Latimer,5
Le Flore,4
Lincoln,3
Logan,3
Love,2
McClain,2
McCurtain,5
McIntosh,5
Major,2
Marshall,3
Mayes,3
Murray,2
Muskogee,4
Noble,2
Nowata,4
Okfuskee,4
Oklahoma,3
Okmulgee,4
Osage,4
Ottawa,3
Pawnee,4
Payne,2
Pittsburg,3
Pontotoc,3
Pottawatomie,3
Pushmataha,5
Roger Mills,2
Rogers,3
Seminole,4
Sequoyah,4
Stephens,3
Texas,2
Tillman,3
Tulsa,3
Wagoner,3
Washington,3
Washita,3
Woods,2
Woodward,2
Baker,5
Benton,3
Clackamas,3
Clatsop,4
Columbia,5
Coos,5
Crook,5
Curry,6
Deschutes,4
Douglas,5
Gilliam,3
Grant,7
Harney,6
Hood River,3
Jackson,4
Jefferson,5
Josephine,5
Klamath,6
Lake,5
Lane,4
Lincoln,4
Linn,4
Malheur,4
Marion,4
Morrow,4
Multnomah,3
Polk,4
Sherman,4
Tillamook,4
Umatilla,4
Union,5
Wallowa,6
Wasco,4
Washington,3
Wheeler,3
Yamhill,3
Adams,3
Allegheny,4
Armstrong,5
Beaver,4
Bedford,4
Berks,4
Blair,4
Bradford,4
Bucks,3
Butler,3
Cambria,5
Cameron,5
Carbon,5
Centre,3
Chester,3
Clarion,4
Clearfield,4
Clinton,5
Columbia,4
Crawford,4
Cumberland,3
Dauphin,3
Delaware,4
Elk,3
Erie,4
Fayette,5
Forest,6
Franklin,3
Fulton,3
Greene,4
Huntingdon,5
Indiana,4
Jefferson,4
Juniata,4
Lackawanna,4
Lancaster,3
Lawrence,5
Lebanon,3
Lehigh,4
Luzerne,5
Lycoming,4
McKean,4
Mercer,4
Mifflin,4
Monroe,5
Montgomery,3
Montour,3
Northampton,4
Northumberland,5
Perry,3
Philadelphia,5
Pike,5
Potter,5
Schuylkill,5
Snyder,3
Somerset,5
Sullivan,4
Susquehanna,4
Tioga,5
Union,3
Venango,4
Warren,4
Washington,4
Wayne,4
Westmoreland,4
Wyoming,4
York,3
Bristol,3
Kent,3
Newport,3
Providence,4
Washington,3
Abbeville,3
Aiken,3
Allendale,5
Anderson,3
Bamberg,6
Barnwell,4
Beaufort,3
Berkeley,3
Calhoun,4
Charleston,2
Cherokee,3
Chester,4
Chesterfield,3
Clarendon,4
Colleton,4
Darlington,4
Dillon,4
Dorchester,3
Edgefield,3
Fairfield,6
Florence,3
Georgetown,4
Greenville,2
Greenwood,3
Hampton,3
Horry,4
Jasper,3
Kershaw,3
Lancaster,3
Laurens,3
Lee,4
Lexington,2
McCormick,3
Marion,5
Marlboro,5
Newberry,3
Oconee,3
Orangeburg,5
Pickens,3
Richland,3
Saluda,3
Spartanburg,3
Sumter,4
Union,4
Williamsburg,5
York,3
Aurora,2
Beadle,2
Bennett,4
Bon Homme,2
Brookings,2
Brown,2
Brule,2
Buffalo,5
Butte,3
Campbell,3
Charles Mix,3
Clark,3
Clay,2
Codington,3
Corson,4
Custer,4
Davison,2
Day,4
Deuel,4
Dewey,8
Douglas,2
Edmunds,2
Fall River,3
Faulk,3
Grant,3
Gregory,3
Haakon,2
Hamlin,3
Hand,2
Hanson,4
Harding,2
Hughes,2
Hutchinson,2
Hyde,3
Jackson,4
Jerauld,2
Jones,2
Kingsbury,2
Lake,3
Lawrence,2
Lincoln,2
Lyman,4
McCook,2
McPherson,3
Marshall,3
Meade,3
Mellette,4
Miner,2
Minnehaha,2
Moody,3
Oglala Lakota,10
Pennington,3
Perkins,2
Potter,3
Roberts,4
Sanborn,2
Spink,3
Stanley,2
Sully,2
Todd,6
Tripp,2
Turner,2
Union,3
Walworth,4
Yankton,2
Ziebach,5
Anderson,3
Bedford,3
Benton,4
Bledsoe,5
Blount,3
Bradley,3
Campbell,4
Cannon,3
Carroll,4
Carter,4
Cheatham,2
Chester,3
Claiborne,4
Clay,4
Cocke,4
Coffee,3
Crockett,3
Cumberland,4
Davidson,2
Decatur,4
DeKalb,4
Dickson,3
Dyer,4
Fayette,3
Fentress,4
Franklin,3
Gibson,4
Giles,3
Grainger,3
Greene,4
Grundy,4
Hamblen,3
Hamilton,3
Hancock,5
Hardeman,4
Hardin,4
Hawkins,3
Haywood,5
Henderson,4
Henry,4
Hickman,3
Houston,5
Humphreys,4
Jackson,4
Jefferson,3
Johnson,3
Knox,2
Lake,5
Lauderdale,5
Lawrence,4
Lewis,4
Lincoln,3
Loudon,3
McMinn,4
McNairy,5
Macon,3
Madison,3
Marion,4
Marshall,3
Maury,3
Meigs,4
Monroe,3
Montgomery,3
Moore,3
Morgan,4
Obion,4
Overton,3
Perry,4
Pickett,3
Polk,4
Putnam,3
Rhea,5
Roane,4
Robertson,3
Rutherford,2
Scott,4
Sequatchie,4
Sevier,3
Shelby,4
Smith,3
Stewart,5
Sullivan,3
Sumner,2
Tipton,4
Trousdale,3
Unicoi,4
Union,4
Van Buren,4
Warren,3
Washington,3
Wayne,4
Weakley,4
White,3
Williamson,2
Wilson,2
Anderson,3
Andrews,2
Angelina,4
Aransas,5
Archer,3
Armstrong,2
Atascosa,3
Austin,3
Bailey,4
Bandera,3
Bastrop,3
Baylor,3
Bee,5
Bell,4
Bexar,3
Blanco,2
Borden,3
Bosque,3
Bowie,4
Brazoria,4
Brazos,2
Brewster,3
Briscoe,3
Brooks,6
Brown,3
Burleson,3
Burnet,2
Caldwell,3
Calhoun,4
Callahan,3
Cameron,6
Camp,4
Carson,2
Cass,5
Castro,2
Chambers,5
Cherokee,4
Childress,2
Clay,3
Cochran,4
Coke,3
Coleman,3
Collin,3
Collingsworth,3
Colorado,3
Comal,3
Comanche,3
Concho,3
Cooke,3
Coryell,4
Cottle,4
Crane,3
Crockett,2
Crosby,4
Culberson,3
Dallam,2
Dallas,3
Dawson,4
Deaf Smith,2
Delta,3
Denton,3
DeWitt,3
Dickens,4
Dimmit,3
Donley,3
Duval,5
Eastland,3
Ector,2
Edwards,2
Ellis,3
El Paso,4
Erath,3
Falls,3
Fannin,3
Fayette,2
Fisher,3
Floyd,5
Foard,2
Fort Bend,3
Franklin,4
Freestone,5
Frio,2
Gaines,2
Galveston,4
Garza,2
Gillespie,2
Glasscock,1
Goliad,3
Gonzales,3
Gray,3
Grayson,3
Gregg,4
Grimes,4
Guadalupe,3
Hale,4
Hall,4
Hamilton,3
Hansford,2
Hardeman,3
Hardin,5
Harris,4
Harrison,4
Hartley,1
Haskell,3
Hays,2
Hemphill,2
Henderson,3
Hidalgo,6
Hill,3
Hockley,3
Hood,3
Hopkins,3
Houston,3
Howard,3
Hudspeth,4
Hunt,3
Hutchinson,4
Irion,3
Jack,2
Jackson,3
Jasper,6
Jeff Davis,2
Jefferson,6
Jim Hogg,5
Jim Wells,5
Johnson,3
Jones,4
Karnes,2
Kaufman,3
Kendall,2
Kenedy,3
Kent,2
Kerr,3
Kimble,3
King,2
Kinney,4
Kleberg,4
Knox,3
Lamar,3
Lamb,4
Lampasas,3
La Salle,2
Lavaca,3
Lee,3
Leon,5
Liberty,5
Limestone,4
Lipscomb,2
Live Oak,3
Llano,3
Loving,3
Lubbock,3
Lynn,3
McCulloch,3
McLennan,3
McMullen,1
Madison,4
Marion,4
Martin,2
Mason,3
Matagorda,6
Maverick,8
Medina,3
Menard,4
Midland,2
Milam,5
Mills,3
Mitchell,4
Montague,3
Montgomery,3
Moore,2
Morris,6
Motley,3
Nacogdoches,3
Navarro,3
Newton,6
Nolan,3
Nueces,4
Ochiltree,2
Oldham,2
Orange,5
Palo Pinto,3
Panola,4
Parker,3
Parmer,2
Pecos,3
Polk,5
Potter,2
Presidio,6
Rains,3
Randall,2
Reagan,2
Real,5
Red River,5
Reeves,2
Refugio,4
Roberts,2
Robertson,4
Rockwall,3
Runnels,3
Rusk,4
Sabine,7
San Augustine,6
San Jacinto,4
San Patricio,6
San Saba,3
Schleicher,2
Scurry,3
Shackelford,2
Shelby,4
Sherman,2
Smith,3
Somervell,4
Starr,10
Stephens,3
Sterling,3
Stonewall,3
Sutton,3
Swisher,4
Tarrant,3
Taylor,3
Terrell,3
Terry,4
Throckmorton,3
Titus,5
Tom Green,3
Travis,2
Trinity,5
Tyler,6
Upshur,4
Upton,3
Uvalde,4
Val Verde,4
Van Zandt,3
Victoria,3
Walker,4
Waller,4
Ward,2
Washington,3
Webb,3
Wharton,3
Wheeler,3
Wichita,3
Wilbarger,4
Willacy,9
Williamson,3
Wilson,3
Winkler,2
Wise,3
Wood,4
Yoakum,2
Young,3
Zapata,5
Zavala,9
Beaver,3
Box Elder,3
Cache,2
Carbon,4
Daggett,4
Davis,2
Duchesne,4
Emery,4
Garfield,7
Grand,4
Iron,3
Juab,2
Kane,3
Millard,3
Morgan,2
Piute,5
Rich,3
Salt Lake,3
San Juan,6
Sanpete,3
Sevier,3
Summit,3
Tooele,3
Uintah,4
Utah,2
Wasatch,3
Washington,3
Wayne,5
Weber,3
Addison,2
Bennington,3
Caledonia,3
Chittenden,2
Essex,3
Franklin,2
Grand Isle,3
Lamoille,3
Orange,2
Orleans,4
Rutland,3
Washington,2
Windham,2
Windsor,2
Accomack,3
Albemarle,2
Alleghany,3
Amelia,3
Amherst,3
Appomattox,3
Arlington,1
Augusta,2
Bath,2
Bedford,3
Bland,3
Botetourt,2
Brunswick,4
Buchanan,5
Buckingham,4
Campbell,3
Caroline,3
Carroll,3
Charles City,3
Charlotte,3
Chesterfield,2
Clarke,2
Craig,3
Culpeper,2
Cumberland,3
Dickenson,5
Dinwiddie,3
Essex,3
Fairfax,2
Fauquier,2
Floyd,2
Fluvanna,2
Franklin,3
Frederick,2
Giles,3
Gloucester,2
Goochland,2
Grayson,3
Greene,2
Greensville,3
Halifax,4
Hanover,2
Henrico,2
Henry,3
Highland,2
Isle of Wight,2
James City,2
King and Queen,3
King George,2
King William,2
Lancaster,4
Lee,4
Loudoun,2
Louisa,2
Lunenburg,3
Madison,2
Mathews,3
Mecklenburg,4
Middlesex,2
Montgomery,2
Nelson,3
New Kent,2
Northampton,5
Northumberland,4
Nottoway,3
Orange,2
Page,4
Patrick,3
Pittsylvania,3
Powhatan,2
Prince Edward,3
Prince George,3
Prince William,2
Pulaski,3
Rappahannock,2
Richmond,3
Roanoke,2
Rockbridge,2
Rockingham,2
Russell,4
Scott,3
Shenandoah,2
Smyth,3
Southampton,2
Spotsylvania,3
Stafford,2
Surry,3
Sussex,4
Tazewell,4
Warren,3
Washington,3
Westmoreland,3
Wise,4
Wythe,3
York,2
Alexandria City,2
Bristol City,3
Buena Vista City,3
Charlottesville City,2
Chesapeake City,3
Colonial Heights City,3
Covington City,4
Danville City,5
Emporia City,4
Fairfax City,2
Falls Church City,2
Franklin City,4
Fredericksburg City,3
Galax City,3
Hampton City,4
Harrisonburg City,3
Hopewell City,4
Lexington City,4
Lynchburg City,3
Manassas City,2
Manassas Park City,2
Martinsville City,4
Newport News City,3
Norfolk City,3
Norton City,3
Petersburg City,6
Poquoson City,2
Portsmouth City,4
Radford City,3
Richmond City,3
Roanoke City,3
Salem City,2
Staunton City,2
Suffolk City,3
Virginia Beach City,2
Waynesboro City,3
Williamsburg City,4
Winchester City,2
Adams,5
Asotin,4
Benton,5
Chelan,4
Clallam,6
Clark,4
Columbia,5
Cowlitz,5
Douglas,5
Ferry,11
Franklin,6
Garfield,5
Grant,6
Grays Harbor,6
Island,5
Jefferson,5
King,3
Kitsap,4
Kittitas,5
Klickitat,5
Lewis,6
Lincoln,4
Mason,6
Okanogan,6
Pacific,6
Pend Oreille,7
Pierce,5
San Juan,3
Skagit,5
Skamania,5
Snohomish,3
Spokane,5
Stevens,7
Thurston,4
Wahkiakum,6
Walla Walla,4
Whatcom,4
Whitman,4
Yakima,6
Barbour,6
Berkeley,4
Boone,6
Braxton,7
Brooke,6
Cabell,4
Calhoun,10
Clay,8
Doddridge,3
Fayette,6
Gilmer,6
Grant,5
Greenbrier,5
Hampshire,4
Hancock,5
Hardy,5
Harrison,4
Jackson,3
Jefferson,3
Kanawha,5
Lewis,5
Lincoln,6
Logan,7
McDowell,9
Marion,5
Marshall,5
Mason,7
Mercer,6
Mineral,5
Mingo,7
Monongalia,4
Monroe,4
Morgan,4
Nicholas,6
Ohio,4
Pendleton,3
Pleasants,6
Pocahontas,6
Preston,5
Putnam,4
Raleigh,5
Randolph,5
Ritchie,5
Roane,7
Summers,6
Taylor,4
Tucker,5
Tyler,7
Upshur,5
Wayne,6
Webster,6
Wetzel,7
Wirt,7
Wood,5
Wyoming,7
Adams,4
Ashland,4
Barron,3
Bayfield,4
Brown,2
Buffalo,3
Burnett,4
Calumet,2
Chippewa,3
Clark,2
Columbia,2
Crawford,3
Dane,2
Dodge,2
Door,3
Douglas,3
Dunn,3
Eau Claire,2
Florence,3
Fond du Lac,2
Forest,4
Grant,2
Green,2
Green Lake,3
Iowa,2
Iron,5
Jackson,3
Jefferson,2
Juneau,3
Kenosha,3
Kewaunee,2
La Crosse,2
Lafayette,2
Langlade,3
Lincoln,3
Manitowoc,3
Marathon,2
Marinette,4
Marquette,3
Menominee,5
Milwaukee,3
Monroe,2
Oconto,3
Oneida,3
Outagamie,2
Ozaukee,2
Pepin,3
Pierce,3
Polk,3
Portage,3
Price,3
Racine,3
Richland,2
Rock,3
Rusk,3
St. Croix,3
Sauk,2
Sawyer,4
Shawano,3
Sheboygan,2
Taylor,3
Trempealeau,2
Vernon,2
Vilas,3
Walworth,2
Washburn,3
Washington,2
Waukesha,2
Waupaca,2
Waushara,3
Winnebago,2
Wood,3
Albany,3
Big Horn,4
Campbell,4
Carbon,3
Converse,3
Crook,3
Fremont,5
Goshen,3
Hot Springs,3
Johnson,3
Laramie,3
Lincoln,3
Natrona,4
Niobrara,2
Park,4
Platte,3
Sheridan,4
Sublette,4
Sweetwater,4
Teton,3
Uinta,4
Washakie,4
Weston,3
